protein	logFC	AveExpr	t	P.Value	adj.P.Val	B	significant	ngood	query	name	symbol
F5H039	-0.0982718705790047	-0.0982718705790047	-2.06510020344197	0.117650595850694	0.238504549509204	-5.40580355024796	FALSE	3	F5H039	Gephyrin [Includes: Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E); Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G)]	GPHN
P31948	-0.0906658592687351	-0.0906658592687351	-2.05646391328374	0.118725103924454	0.240196193888107	-5.41601806167127	FALSE	3	P31948	Stress-induced-phosphoprotein 1 (STI1) (Hsc70/Hsp90-organizing protein) (Hop) (Renal carcinoma antigen NY-REN-11) (Transformation-sensitive protein IEF SSP 3521)	STIP1
E9PRG8	-0.152563414738761	-0.152563414738761	-2.33606944665913	0.118778337636976	0.240196193888107	-4.98746806178753	FALSE	2	E9PRG8	Uncharacterized protein C11orf98	C11orf98
Q15233	-0.0942840144829726	-0.0942840144829726	-2.0541286406853	0.119017567478601	0.240323291488569	-5.41878088562092	FALSE	3	Q15233	Non-POU domain-containing octamer-binding protein (NonO protein) (54 kDa nuclear RNA- and DNA-binding protein) (p54(nrb)) (p54nrb) (55 kDa nuclear protein) (NMT55) (DNA-binding p52/p100 complex, 52 kDa subunit)	NONO
P50990	-0.0694999732535856	-0.0694999732535856	-2.05236430447861	0.119239071643709	0.240323291488569	-5.42086846484306	FALSE	3	P50990	T-complex protein 1 subunit theta (TCP-1-theta) (CCT-theta) (Chaperonin containing T-complex polypeptide 1 subunit 8) (Renal carcinoma antigen NY-REN-15)	CCT8
Q13308	0.0790199412279054	0.0790199412279053	2.05193676647543	0.11929281755304	0.240323291488569	-5.42137436029745	FALSE	3	Q13308	Inactive tyrosine-protein kinase 7 (Colon carcinoma kinase 4) (CCK-4) (Protein-tyrosine kinase 7) (Pseudo tyrosine kinase receptor 7) (Tyrosine-protein kinase-like 7)	PTK7
M0R0C3	-0.11755333291428	-0.11755333291428	-2.32903575857596	0.119451625833455	0.240323291488569	-4.99451442836283	FALSE	2	M0R0C3	Translocase of inner mitochondrial membrane 50	TIMM50
Q8WWM7	-0.300075147572651	-0.300075147572651	-2.04969742684514	0.119574775679599	0.240323291488569	-5.42402429737673	FALSE	3	Q8WWM7	Ataxin-2-like protein (Ataxin-2 domain protein) (Ataxin-2-related protein)	ATXN2L
Q9P1F3	-0.0714860817675005	-0.0714860817675005	-2.04794660559106	0.119795751414284	0.240472353941908	-5.42609635262433	FALSE	3	Q9P1F3	Costars family protein ABRACL (ABRA C-terminal-like protein)	ABRACL
B7WPG3	0.12619247695288	0.12619247695288	2.04494236093205	0.120176006952939	0.240792347165128	-5.42965222887854	FALSE	3	B7WPG3	Heterogeneous nuclear ribonucleoprotein L like	HNRNPLL
P68371	-0.0795993710900134	-0.0795993710900134	-2.0443655703932	0.120249169707616	0.240792347165128	-5.43033498907105	FALSE	3	P68371	Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain)	TUBB4B
P35580	0.0651365754139819	0.0651365754139818	2.04274872175699	0.120454527998	0.240909055996	-5.43224899363368	FALSE	3	P35580	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)	MYH10
O75874	-0.0694824838911055	-0.0694824838911055	-2.03938305916374	0.120883284264525	0.241471731250357	-5.43623370809579	FALSE	3	O75874	Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (IDH1) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDPc) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	IDH1
Q99470	0.114242400820181	0.114242400820181	2.03028211444671	0.122051366913918	0.243508086485991	-5.44701182699024	FALSE	3	Q99470	Stromal cell-derived factor 2 (SDF-2)	SDF2
K7EKE5	-0.078055121306313	-0.078055121306313	-2.02862110574146	0.1222659319906	0.243639411922875	-5.44897943259674	FALSE	3	K7EKE5	Tubulin gamma 1	TUBG1
O00410	0.102944767737357	0.102944767737357	2.02426112079823	0.122831181970052	0.244468379182193	-5.45414491636504	FALSE	3	O00410	Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5)	IPO5
P25685	-0.289817926032888	-0.289817926032888	-2.02307859059231	0.122985001292184	0.24447746616092	-5.45554609243607	FALSE	3	P25685	DnaJ homolog subfamily B member 1 (DnaJ protein homolog 1) (Heat shock 40 kDa protein 1) (HSP40) (Heat shock protein 40) (Human DnaJ protein 1) (hDj-1)	DNAJB1
P16278	0.274338497531435	0.274338497531435	2.02090814136468	0.123267893988011	0.244742800427106	-5.45811804302248	FALSE	3	P16278	Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase) (Elastin receptor 1)	GLB1
E5RIW3	-0.0642311091395832	-0.0642311091395831	-2.01485521858212	0.124060724405196	0.246018724667931	-5.46529196428694	FALSE	3	E5RIW3	Tubulin-specific chaperone A	TBCA
Q15424	-0.0699105853628924	-0.0699105853628924	-2.00976478575993	0.124731956918251	0.247050719990442	-5.47132658625921	FALSE	3	Q15424	Scaffold attachment factor B1 (SAF-B) (SAF-B1) (HSP27 estrogen response element-TATA box-binding protein) (HSP27 ERE-TATA-binding protein)	SAFB
P61978	-0.0637151509549976	-0.0637151509549976	-2.00125359110754	0.125863457342448	0.248990752568756	-5.48141930601149	FALSE	3	P61978	Heterogeneous nuclear ribonucleoprotein K (hnRNP K) (Transformation up-regulated nuclear protein) (TUNP)	HNRNPK
A0A2R8Y6J3	0.0833041849764578	0.0833041849764578	1.99804324422208	0.126293260766706	0.249539639488377	-5.48522708509382	FALSE	3	A0A2R8Y6J3	Large ribosomal subunit protein uL18 (60S ribosomal protein L5)	RPL5
Q3SXM5	-0.363636970410083	-0.363636970410083	-1.99192350694247	0.127117178498585	0.250864986000822	-5.49248699092901	FALSE	3	Q3SXM5	Inactive hydroxysteroid dehydrogenase-like protein 1 (Short chain dehydrogenase/reductase family 12C member 3)	HSDL1
J3KQ32	0.0659032659521814	0.0659032659521813	1.98995282187847	0.127383788805172	0.251088623421024	-5.49482519207513	FALSE	3	J3KQ32	Obg-like ATPase 1	OLA1
A0A0G2JIW1	0.0906525217293279	0.0906525217293278	1.9855610456698	0.127980218816535	0.251961055795054	-5.50003660780347	FALSE	3	A0A0G2JIW1	Heat shock 70 kDa protein 1B	HSPA1B
A0A0U1RRM4	0.118645156487278	0.118645156487278	1.97962845524286	0.128790912412692	0.253252718525797	-5.50707770316639	FALSE	3	A0A0U1RRM4	Polypyrimidine tract-binding protein 1	PTBP1
P18124	0.274424076542928	0.274424076542928	1.97106993262137	0.129970668555978	0.255031455249749	-5.51723791178462	FALSE	3	P18124	Large ribosomal subunit protein uL30 (60S ribosomal protein L7)	RPL7
A8K968	-0.0759529233910757	-0.0759529233910757	-1.97080864322981	0.130006877370904	0.255031455249749	-5.51754814550874	FALSE	3	A8K968	Erythrocyte membrane protein band 4.1 like 3 (cDNA FLJ77757)	EPB41L3
Q8TB36	-0.249410557377436	-0.249410557377436	-1.96952203302723	0.130185338416611	0.25507605780671	-5.51907579974734	FALSE	3	Q8TB36	Ganglioside-induced differentiation-associated protein 1 (GDAP1)	GDAP1
A0A3B3IS06	0.182377173496198	0.182377173496198	1.96583368553315	0.130698467554031	0.255775495643373	-5.52345549925304	FALSE	3	A0A3B3IS06	Treacle ribosome biogenesis factor 1	TCOF1
O95373	0.083984890683427	0.083984890683427	1.95873242079654	0.131692835401191	0.257233853973814	-5.53188924414069	FALSE	3	O95373	Importin-7 (Imp7) (Ran-binding protein 7) (RanBP7)	IPO7
P39019	0.109519233390077	0.109519233390077	1.9582708957065	0.131757755484756	0.257233853973814	-5.53243743171982	FALSE	3	P39019	Small ribosomal subunit protein eS19 (40S ribosomal protein S19)	RPS19
A0A1B0GV06	-0.068706524612383	-0.068706524612383	-1.956537550858	0.132001897007332	0.257403699164296	-5.53449631977599	FALSE	3	A0A1B0GV06	ceramidase (EC 3.5.1.23)	ASAH1
H0YMZ1	0.122655868563276	0.122655868563276	1.95209574484182	0.132629851909965	0.258320686597529	-5.53977281638836	FALSE	3	H0YMZ1	Proteasome subunit alpha type	PSMA4
Q9H307	0.100793132278514	0.100793132278514	1.95029769859353	0.132885003355158	0.258510255933193	-5.54190893192261	FALSE	3	Q9H307	Pinin (140 kDa nuclear and cell adhesion-related phosphoprotein) (Desmosome-associated protein) (Domain-rich serine protein) (DRS protein) (DRSP) (Melanoma metastasis clone A protein) (Nuclear protein SDK3) (SR-like protein)	PNN
O15067	-0.0799508092804301	-0.0799508092804301	-1.94755446832375	0.133275345100084	0.258638950220898	-5.54516814614742	FALSE	3	O15067	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase) (Phosphoribosylformylglycineamide amidotransferase)	PFAS
A0A024RA52	-0.157982440006776	-0.157982440006776	-1.94685149015529	0.133375581166395	0.258638950220898	-5.54600338839979	FALSE	3	A0A024RA52	Proteasome subunit alpha type	PSMA2
Q9BWF3	0.0636473399499934	0.0636473399499934	1.94640282708716	0.133439599318309	0.258638950220898	-5.54653647471265	FALSE	3	Q9BWF3	RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)	RBM4
B0QYK0	0.0847394195816908	0.0847394195816908	1.94439393594537	0.133726664741307	0.258638950220898	-5.54892344788075	FALSE	3	B0QYK0	EWS RNA binding protein 1	EWSR1
P20618	0.0664886649763554	0.0664886649763554	1.94266561341486	0.133974193070544	0.258638950220898	-5.55097714695311	FALSE	3	P20618	Proteasome subunit beta type-1 (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)	PSMB1
A6NFX8	-0.122326179645691	-0.122326179645691	-1.94209204767268	0.134056452220722	0.258638950220898	-5.55165871292027	FALSE	3	A6NFX8	Nudix hydrolase 5	NUDT5
O75844	-0.310387919404552	-0.310387919404552	-1.94013618551152	0.134337383268127	0.258876039756696	-5.55398292988258	FALSE	3	O75844	CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog)	ZMPSTE24
I3L2L5	0.105969555340302	0.105969555340302	1.93883926133494	0.134524032104766	0.258931098222804	-5.55552417044403	FALSE	3	I3L2L5	MAPK regulated corepressor interacting protein 1	MCRIP1
Q9P0L0	-0.0665034325532037	-0.0665034325532037	-1.93754671164644	0.134710341196023	0.258985374271228	-5.55706026071924	FALSE	3	Q9P0L0	Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33)	VAPA
O76003	0.156480608550419	0.156480608550419	1.93458736553532	0.135137995584617	0.259013768978689	-5.56057738099709	FALSE	3	O76003	Glutaredoxin-3 (PKC-interacting cousin of thioredoxin) (PICOT) (PKC-theta-interacting protein) (PKCq-interacting protein) (Thioredoxin-like protein 2)	GLRX3
Q9BWJ5	0.179925287292115	0.179925287292115	1.9341815851136	0.135196753544385	0.259013768978689	-5.56105966142578	FALSE	3	Q9BWJ5	Splicing factor 3B subunit 5 (SF3b5) (Pre-mRNA-splicing factor SF3b 10 kDa subunit)	SF3B5
Q16531	0.0784269271825594	0.0784269271825594	1.93416265895484	0.135199494796568	0.259013768978689	-5.56108215576074	FALSE	3	Q16531	DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a) (DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1) (XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1) (UV-DDB 1) (XPE-binding factor) (XPE-BF) (Xeroderma pigmentosum group E-complementing protein) (XPCe)	DDB1
B5MC59	0.247016049767345	0.247016049767345	2.95713786308468	0.135679611580646	0.259629910945209	-4.35329532319022	FALSE	1	B5MC59	Replication protein A3	RPA3
Q5SYZ4	-0.178583259267402	-0.178583259267402	-1.92904014012747	0.135943735324461	0.259831783502296	-5.56717078436606	FALSE	3	Q5SYZ4	Cellular retinoic acid-binding protein 2	CRABP2
A0A2R8YF43	0.102983598699284	0.102983598699284	1.92383150696562	0.136705202884682	0.260982660052575	-5.57336246255031	FALSE	3	A0A2R8YF43	non-specific serine/threonine protein kinase (EC 2.7.11.1)	CSNK2A1
Q9BQA1	0.133004600636388	0.133004600636388	1.90791658577853	0.13906163480817	0.265172244255858	-5.59228493886404	FALSE	3	Q9BQA1	Methylosome protein WDR77 (Androgen receptor cofactor p44) (Methylosome protein 50) (MEP-50) (WD repeat-containing protein 77) (p44/Mep50)	WDR77
Q969X5	-0.264356598446707	-0.264356598446707	-2.13558584821643	0.140037578130769	0.266722736021162	-5.19158898260359	FALSE	2	Q969X5	Endoplasmic reticulum-Golgi intermediate compartment protein 1 (ER-Golgi intermediate compartment 32 kDa protein) (ERGIC-32)	ERGIC1
Q9Y6C9	-0.159333233039014	-0.159333233039014	-1.89967435977268	0.14029986086672	0.26691193042937	-5.60208673789467	FALSE	3	Q9Y6C9	Mitochondrial carrier homolog 2 (Met-induced mitochondrial protein)	MTCH2
Q6UN15	-0.201998866245677	-0.201998866245677	-2.12906741133679	0.140806710692678	0.267551186413812	-5.19833541389883	FALSE	2	Q6UN15	Pre-mRNA 3'-end-processing factor FIP1 (hFip1) (FIP1-like 1 protein) (Factor interacting with PAP) (Rearranged in hypereosinophilia)	FIP1L1
Q9UKX7	-0.123270200475225	-0.123270200475225	-1.89515634326447	0.1409838280758	0.267551186413812	-5.6074601262616	FALSE	3	Q9UKX7	Nuclear pore complex protein Nup50 (50 kDa nucleoporin) (Nuclear pore-associated protein 60 kDa-like) (Nucleoporin Nup50)	NUP50
Q09028	-0.0737841525193912	-0.0737841525193912	-1.88615499706305	0.142357643200089	0.269423290877913	-5.61816652590355	FALSE	3	Q09028	Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48)	RBBP4
R9WNI0	0.139103544814463	0.139103544814463	2.1144186968679	0.142554688587954	0.269423290877913	-5.2135204412276	FALSE	2	R9WNI0	Fragile X mental retardation 1	FMR1
O75340	-0.110015662091256	-0.110015662091256	-1.88453267569439	0.142606833450031	0.269423290877913	-5.62009626041899	FALSE	3	O75340	Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2)	PDCD6
Q8WXA9	-0.15165818079762	-0.15165818079762	-1.88260042987919	0.142904263737965	0.269595206604706	-5.62239468576887	FALSE	3	Q8WXA9	Splicing regulatory glutamine/lysine-rich protein 1 (Serine/arginine-rich-splicing regulatory protein 86) (SRrp86) (Splicing factor, arginine/serine-rich 12) (Splicing regulatory protein 508) (SRrp508)	SREK1
P07900	-0.0719846790008772	-0.0719846790008772	-1.88180435150428	0.143027005213364	0.269595206604706	-5.623341640577	FALSE	3	P07900	Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)	HSP90AA1
P19387	0.284875284363869	0.284875284363869	1.87980260221239	0.143336160176839	0.269867391229496	-5.62572279946294	FALSE	3	P19387	DNA-directed RNA polymerase II subunit RPB3 (RNA polymerase II subunit 3) (RNA polymerase II subunit B3) (DNA-directed RNA polymerase II 33 kDa polypeptide) (RPB33) (DNA-directed RNA polymerase II subunit C) (RPB31)	POLR2C
K7ELC2	-0.0960248260323031	-0.0960248260323031	-1.86881152194919	0.145046980546044	0.272607402247358	-5.63879774280939	FALSE	3	K7ELC2	40S ribosomal protein S15	RPS15
G3V4W0	0.0627034488120562	0.0627034488120562	1.86831800329405	0.145124331355126	0.272607402247358	-5.63938485098156	FALSE	3	G3V4W0	Heterogeneous nuclear ribonucleoprotein C	HNRNPC
P55884	0.128185927551	0.128185927551	1.8649492276625	0.145653559225548	0.273033839642051	-5.64339250776113	FALSE	3	P55884	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116)	EIF3B
Q86U42	-0.0596266156353132	-0.0596266156353132	-1.86475128278083	0.14568472273941	0.273033839642051	-5.64362799424805	FALSE	3	Q86U42	Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II) (PABII) (Polyadenylate-binding nuclear protein 1)	PABPN1
F5GZ09	-0.412937326673199	-0.412937326673199	-1.86157343127226	0.146186046102609	0.273660278304084	-5.64740856994356	FALSE	3	F5GZ09	Intraflagellar transport 27	IFT27
P13674	0.547093526474021	0.547093526474021	1.85666944429907	0.146963447656724	0.274801515138943	-5.65324273225204	FALSE	3	P13674	Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)	P4HA1
O96019	0.126752653782926	0.126752653782926	1.84802095584209	0.148345670764473	0.276437642409144	-5.663531721605	FALSE	3	O96019	Actin-like protein 6A (53 kDa BRG1-associated factor A) (Actin-related protein Baf53a) (ArpNbeta) (BRG1-associated factor 53A) (BAF53A) (INO80 complex subunit K)	ACTL6A
P55795	-0.0587120093349741	-0.0587120093349741	-1.84755175052562	0.148421072405858	0.276437642409144	-5.66408992812918	FALSE	3	P55795	Heterogeneous nuclear ribonucleoprotein H2 (hnRNP H2) (FTP-3) (Heterogeneous nuclear ribonucleoprotein H') (hnRNP H') [Cleaved into: Heterogeneous nuclear ribonucleoprotein H2, N-terminally processed]	HNRNPH2
P06748	-0.0825989759596248	-0.0825989759596248	-1.84683149652278	0.148536900601106	0.276437642409144	-5.66494680287396	FALSE	3	P06748	Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)	NPM1
B5MDF5	0.0635422639966254	0.0635422639966254	1.84647362461616	0.148594489376886	0.276437642409144	-5.66537255707467	FALSE	3	B5MDF5	GTP-binding nuclear protein Ran	RAN
O95831	-0.180896362242823	-0.180896362242823	-1.84592841098498	0.148682272870852	0.276437642409144	-5.66602118812319	FALSE	3	O95831	Apoptosis-inducing factor 1, mitochondrial (EC 1.6.99.-) (Programmed cell death protein 8)	AIFM1
P35232	-0.0685167274161962	-0.0685167274161962	-1.83851971115373	0.149880853750881	0.278350156965923	-5.674835103716	FALSE	3	P35232	Prohibitin 1	PHB1
A0A494C1T6	0.228049047884462	0.228049047884462	2.73007553466555	0.150922639474891	0.279967478437001	-4.50543125898853	FALSE	1	A0A494C1T6	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (Flavoprotein subunit of complex II)	
E7ESY4	-0.178801984417673	-0.178801984417673	-1.82998740041454	0.151274512519834	0.280302773198515	-5.68498541779679	FALSE	3	E7ESY4	Metastasis associated 1	MTA1
Q9UBS4	-0.227362641646615	-0.227362641646615	-2.72185826345055	0.151524449467712	0.280416603349615	-4.51113325606642	FALSE	1	Q9UBS4	DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (DnaJ protein homolog 9) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p) (HEDJ) (Human DnaJ protein 9) (hDj-9) (PWP1-interacting protein 4)	DNAJB11
O15173	0.32818032873953	0.32818032873953	2.04146190687586	0.15167833367995	0.280416603349615	-5.28962827954829	FALSE	2	O15173	Membrane-associated progesterone receptor component 2 (Progesterone membrane-binding protein) (Steroid receptor protein DG6)	PGRMC2
Q96JM3	0.168315032073168	0.168315032073168	1.82587333647155	0.151951627620051	0.280605147735787	-5.68987945284896	FALSE	3	Q96JM3	Chromosome alignment-maintaining phosphoprotein 1 (Zinc finger protein 828)	CHAMP1
Q96AC1	0.115175816799489	0.115175816799489	1.82472721101426	0.152140860698394	0.280638209261227	-5.69124284125888	FALSE	3	Q96AC1	Fermitin family homolog 2 (Kindlin-2) (Mitogen-inducible gene 2 protein) (MIG-2) (Pleckstrin homology domain-containing family C member 1) (PH domain-containing family C member 1)	FERMT2
P00338	0.100183073089022	0.100183073089022	1.81998275713263	0.152926982958597	0.281747653103516	-5.69688652556728	FALSE	3	P00338	L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (Cell proliferation-inducing gene 19 protein) (LDH muscle subunit) (LDH-M) (Renal carcinoma antigen NY-REN-59)	LDHA
F5H8H2	0.0967402843241098	0.0967402843241098	1.81865106486902	0.153148442308339	0.281747653103516	-5.69847057258208	FALSE	3	F5H8H2	Mevalonate kinase (MK) (EC 2.7.1.36)	MVK
G3V5Z7	-0.0706262569583204	-0.0706262569583204	-1.81799101995484	0.153258338776088	0.281747653103516	-5.69925568771096	FALSE	3	G3V5Z7	Proteasome subunit alpha type	PSMA6
O43396	-0.118800940057575	-0.118800940057575	-1.81489043523822	0.153775750347121	0.282173398268634	-5.70294372107288	FALSE	3	O43396	Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein)	TXNL1
Q12765	-0.0646142924207977	-0.0646142924207977	-1.81453935034091	0.153834459495659	0.282173398268634	-5.70336131594112	FALSE	3	Q12765	Secernin-1	SCRN1
D6REN3	-0.212529057293565	-0.212529057293566	-2.02036909411961	0.154451581745024	0.282988468566385	-5.31177580196689	FALSE	2	D6REN3	Proteasome assembly chaperone 4	PSMG4
P20340	-0.0591386799474829	-0.0591386799474829	-1.80236802497915	0.155885173510196	0.285148825059465	-5.71783724732374	FALSE	3	P20340	Ras-related protein Rab-6A (Rab-6)	RAB6A
Q96HE7	-0.404585914110329	-0.404585914110329	-1.80181630360254	0.155978844476972	0.285148825059465	-5.71849337702716	FALSE	3	Q96HE7	ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic oxidoreductin-1-like protein) (Endoplasmic reticulum oxidoreductase alpha) (Oxidoreductin-1-L-alpha)	ERO1A
P26639	0.109832374943576	0.109832374943576	1.80045631174641	0.15621000869854	0.285253059362552	-5.7201107111401	FALSE	3	P26639	Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)	TARS1
Q12931	-0.113482437871591	-0.113482437871591	-1.7980350831405	0.156622492897034	0.285382103169292	-5.72299000570215	FALSE	3	Q12931	Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)	TRAP1
M0QXF7	0.0580858104423713	0.0580858104423713	1.79772403863226	0.156675569993674	0.285382103169292	-5.7233598876048	FALSE	3	M0QXF7	Myeloid derived growth factor	MYDGF
P09543	-0.211989917904364	-0.211989917904364	-1.79625033256669	0.15692731533069	0.285382103169292	-5.72511233450407	FALSE	3	P09543	2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)	CNP
P04818	-0.168127903831118	-0.168127903831118	-1.7956470539584	0.157030498914122	0.285382103169292	-5.72582970611238	FALSE	3	P04818	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	TYMS
C9JJT5	0.958297078119691	0.958297078119691	2.00028124133186	0.157151805286143	0.285382103169292	-5.33292552085651	FALSE	2	C9JJT5	ATP synthase subunit f, mitochondrial (ATP synthase membrane subunit f)	ATP5MF-PTCD1
P55809	0.335287490324923	0.335287490324923	1.9964649076067	0.157671435256284	0.285752644451942	-5.33694980331014	FALSE	2	P55809	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial (SCOT) (EC 2.8.3.5) (3-oxoacid CoA-transferase 1) (Somatic-type succinyl-CoA:3-oxoacid CoA-transferase) (SCOT-s) (Succinyl-CoA:3-oxoacid CoA transferase)	OXCT1
Q6UXN9	-0.0871028691948648	-0.0871028691948648	-1.79171563895166	0.157704756156628	0.285752644451942	-5.7305044477479	FALSE	3	Q6UXN9	WD repeat-containing protein 82	WDR82
P11766	-0.0711942362778542	-0.0711942362778542	-1.78969187711672	0.158053085597983	0.286067352717676	-5.73291071671213	FALSE	3	P11766	Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)	ADH5
Q99986	0.196751607684486	0.196751607684486	1.98118175548072	0.159773946655355	0.288862830708026	-5.35308526074032	FALSE	2	Q99986	Serine/threonine-protein kinase VRK1 (EC 2.7.11.1) (Vaccinia-related kinase 1)	VRK1
B1AKQ8	-0.0608150682858584	-0.0608150682858584	-1.77580895921363	0.160465586789601	0.289711729571579	-5.7494148991199	FALSE	3	B1AKQ8	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Transducin beta chain 1)	GNB1
O14744	0.0850122630704864	0.0850122630704864	1.77454880845181	0.160686568061661	0.289711729571579	-5.75091272535527	FALSE	3	O14744	Protein arginine N-methyltransferase 5 (PRMT5) (EC 2.1.1.320) (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog) (SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed]	PRMT5
O94826	0.0878532350074676	0.0878532350074676	1.7740502299618	0.160774091685327	0.289711729571579	-5.75150532742725	FALSE	3	O94826	Mitochondrial import receptor subunit TOM70 (Mitochondrial precursor proteins import receptor) (Translocase of outer membrane 70 kDa subunit) (Translocase of outer mitochondrial membrane protein 70)	TOMM70
E5RHW4	0.122679187297089	0.122679187297088	1.76218895980067	0.162871826796749	0.293169288234147	-5.76560118009407	FALSE	3	E5RHW4	Erlin (SPFH domain-containing protein) (Endoplasmic reticulum lipid raft-associated protein) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein)	ERLIN2
P78371	-0.0670958488030035	-0.0670958488030035	-1.7588006230512	0.163476582229961	0.293895203793899	-5.7696270068113	FALSE	3	P78371	T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta)	CCT2
P51991	-0.059077371470535	-0.059077371470535	-1.75792112162222	0.163633959621512	0.293895203793899	-5.77067191397153	FALSE	3	P51991	Heterogeneous nuclear ribonucleoprotein A3 (hnRNP A3)	HNRNPA3
P49257	0.299355430955976	0.299355430955976	1.75610832559105	0.163958864909843	0.294156211086882	-5.77282555061202	FALSE	3	P49257	Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Gp58) (Intracellular mannose-specific lectin MR60) (Lectin mannose-binding 1)	LMAN1
F5GZS6	-0.155722313302289	-0.155722313302289	-1.75257217128973	0.164594684414642	0.29497384362274	-5.77702622252344	FALSE	3	F5GZS6	Solute carrier family 3 member 2	SLC3A2
